email,breach_source,year,risk_level
user23617@yahoo.com,Dropbox,2013,HIGH
user23618@yahoo.com,Twitter,2019,CRITICAL
user23619@gmail.com,Adobe,2019,MEDIUM
user23620@protonmail.com,Yahoo,2015,HIGH
user23621@outlook.com,LinkedIn,2021,CRITICAL
user23622@company.com,Adobe,2013,LOW
user23623@yahoo.com,Dropbox,2023,LOW
user23624@gmail.com,Canva,2021,LOW
user23625@icloud.com,Dropbox,2014,HIGH
user23626@gmail.com,MyFitnessPal,2020,MEDIUM
user23627@protonmail.com,Twitter,2014,LOW
user23628@protonmail.com,Canva,2015,HIGH
user23629@gmail.com,Dropbox,2015,LOW
user23630@outlook.com,Dropbox,2019,MEDIUM
user23631@protonmail.com,Canva,2020,CRITICAL
user23632@gmail.com,Twitter,2023,CRITICAL
user23633@gmail.com,LinkedIn,2014,HIGH
user23634@gmail.com,MyFitnessPal,2014,CRITICAL
user23635@company.com,Adobe,2020,LOW
user23636@icloud.com,Adobe,2012,CRITICAL
user23637@yahoo.com,Dropbox,2020,CRITICAL
user23638@icloud.com,LinkedIn,2020,MEDIUM
user23639@protonmail.com,Yahoo,2012,LOW
user23640@icloud.com,Dropbox,2017,MEDIUM
user23641@protonmail.com,MyFitnessPal,2017,HIGH
user23642@yahoo.com,MyFitnessPal,2020,LOW
user23643@yahoo.com,Adobe,2016,HIGH
user23644@protonmail.com,Adobe,2022,MEDIUM
user23645@gmail.com,LinkedIn,2022,LOW
user23646@gmail.com,Twitter,2012,CRITICAL
user23647@protonmail.com,Dropbox,2013,LOW
user23648@protonmail.com,Canva,2020,HIGH
user23649@company.com,Twitter,2019,HIGH
user23650@yahoo.com,LinkedIn,2016,LOW
user23651@company.com,LinkedIn,2019,HIGH
user23652@protonmail.com,Dropbox,2015,MEDIUM
user23653@icloud.com,Dropbox,2020,LOW
user23654@yahoo.com,Yahoo,2020,MEDIUM
user23655@protonmail.com,Dropbox,2018,LOW
user23656@icloud.com,Canva,2016,LOW
user23657@company.com,Adobe,2023,CRITICAL
user23658@protonmail.com,Adobe,2020,LOW
user23659@outlook.com,Adobe,2015,LOW
user23660@icloud.com,Dropbox,2024,HIGH
user23661@gmail.com,Yahoo,2020,HIGH
user23662@icloud.com,Adobe,2012,MEDIUM
user23663@gmail.com,Canva,2015,LOW
user23664@yahoo.com,Canva,2023,CRITICAL
user23665@icloud.com,Twitter,2023,MEDIUM
user23666@gmail.com,Twitter,2016,CRITICAL
user23667@yahoo.com,Canva,2013,HIGH
user23668@company.com,LinkedIn,2015,HIGH
user23669@gmail.com,Canva,2016,LOW
user23670@protonmail.com,MyFitnessPal,2015,HIGH
user23671@yahoo.com,Dropbox,2023,HIGH
user23672@protonmail.com,Yahoo,2017,LOW
user23673@protonmail.com,Adobe,2015,LOW
user23674@yahoo.com,Yahoo,2021,CRITICAL
user23675@protonmail.com,MyFitnessPal,2022,CRITICAL
user23676@protonmail.com,LinkedIn,2019,HIGH
user23677@company.com,Twitter,2022,MEDIUM
user23678@outlook.com,Twitter,2015,LOW
user23679@yahoo.com,Canva,2015,HIGH
user23680@outlook.com,LinkedIn,2022,LOW
user23681@company.com,Adobe,2023,MEDIUM
user23682@outlook.com,MyFitnessPal,2016,LOW
user23683@yahoo.com,Twitter,2019,LOW
user23684@yahoo.com,Yahoo,2020,LOW
user23685@gmail.com,Canva,2020,HIGH
user23686@gmail.com,Dropbox,2020,LOW
user23687@gmail.com,Canva,2023,HIGH
user23688@protonmail.com,Yahoo,2023,HIGH
user23689@outlook.com,Canva,2013,LOW
user23690@yahoo.com,MyFitnessPal,2017,HIGH
user23691@protonmail.com,Adobe,2013,HIGH
user23692@yahoo.com,MyFitnessPal,2013,CRITICAL
user23693@gmail.com,MyFitnessPal,2023,CRITICAL
user23694@icloud.com,Dropbox,2018,LOW
user23695@outlook.com,Dropbox,2022,LOW
user23696@yahoo.com,Canva,2017,HIGH
user23697@company.com,Canva,2019,CRITICAL
user23698@company.com,LinkedIn,2021,MEDIUM
user23699@gmail.com,Yahoo,2022,LOW
user23700@company.com,Canva,2015,MEDIUM
user23701@outlook.com,Canva,2015,CRITICAL
user23702@outlook.com,Adobe,2019,HIGH
user23703@gmail.com,Dropbox,2016,LOW
user23704@yahoo.com,LinkedIn,2012,HIGH
user23705@icloud.com,Dropbox,2022,MEDIUM
user23706@outlook.com,Dropbox,2012,CRITICAL
user23707@outlook.com,Adobe,2019,CRITICAL
user23708@outlook.com,Yahoo,2013,MEDIUM
user23709@company.com,Adobe,2016,CRITICAL
user23710@company.com,Yahoo,2012,MEDIUM
user23711@gmail.com,Canva,2023,LOW
user23712@protonmail.com,Twitter,2024,MEDIUM
user23713@icloud.com,MyFitnessPal,2012,LOW
user23714@outlook.com,Dropbox,2016,HIGH
user23715@protonmail.com,Adobe,2012,LOW
user23716@outlook.com,MyFitnessPal,2018,MEDIUM
user23717@yahoo.com,Adobe,2012,MEDIUM
user23718@yahoo.com,Yahoo,2012,LOW
user23719@gmail.com,Adobe,2021,MEDIUM
user23720@outlook.com,MyFitnessPal,2015,LOW
user23721@icloud.com,Canva,2019,HIGH
user23722@company.com,Twitter,2017,MEDIUM
user23723@company.com,Yahoo,2013,HIGH
user23724@icloud.com,Dropbox,2013,CRITICAL
user23725@outlook.com,Twitter,2014,HIGH
user23726@company.com,Twitter,2022,LOW
user23727@yahoo.com,Dropbox,2019,HIGH
user23728@company.com,Canva,2018,LOW
user23729@yahoo.com,Canva,2012,HIGH
user23730@gmail.com,Twitter,2021,LOW
user23731@outlook.com,Canva,2020,MEDIUM
user23732@gmail.com,Yahoo,2019,MEDIUM
user23733@yahoo.com,Canva,2023,MEDIUM
user23734@yahoo.com,Adobe,2012,HIGH
user23735@company.com,Adobe,2019,HIGH
user23736@icloud.com,Dropbox,2019,HIGH
user23737@company.com,LinkedIn,2023,LOW
user23738@protonmail.com,MyFitnessPal,2017,CRITICAL
user23739@yahoo.com,MyFitnessPal,2022,LOW
user23740@outlook.com,Yahoo,2022,HIGH
user23741@gmail.com,MyFitnessPal,2022,CRITICAL
user23742@yahoo.com,MyFitnessPal,2016,CRITICAL
user23743@yahoo.com,LinkedIn,2018,MEDIUM
user23744@gmail.com,Dropbox,2019,LOW
user23745@protonmail.com,Yahoo,2020,HIGH
user23746@gmail.com,Twitter,2020,HIGH
user23747@icloud.com,Dropbox,2020,CRITICAL
user23748@icloud.com,Twitter,2013,HIGH
user23749@icloud.com,Adobe,2024,CRITICAL
user23750@protonmail.com,Canva,2015,MEDIUM
user23751@protonmail.com,Adobe,2022,CRITICAL
user23752@yahoo.com,Yahoo,2024,HIGH
user23753@outlook.com,Twitter,2019,LOW
user23754@icloud.com,MyFitnessPal,2018,MEDIUM
user23755@yahoo.com,LinkedIn,2015,LOW
user23756@icloud.com,Twitter,2015,MEDIUM
user23757@icloud.com,Yahoo,2024,HIGH
user23758@company.com,MyFitnessPal,2017,HIGH
user23759@outlook.com,Dropbox,2019,MEDIUM
user23760@gmail.com,MyFitnessPal,2014,LOW
user23761@protonmail.com,LinkedIn,2014,MEDIUM
user23762@gmail.com,Dropbox,2021,LOW
user23763@yahoo.com,Adobe,2016,MEDIUM
user23764@company.com,Twitter,2022,LOW
user23765@icloud.com,Dropbox,2023,MEDIUM
user23766@icloud.com,Twitter,2018,LOW
user23767@protonmail.com,Adobe,2022,CRITICAL
user23768@icloud.com,MyFitnessPal,2024,CRITICAL
user23769@protonmail.com,Adobe,2017,LOW
user23770@protonmail.com,Canva,2014,MEDIUM
user23771@outlook.com,Canva,2017,CRITICAL
user23772@gmail.com,Adobe,2015,CRITICAL
user23773@outlook.com,LinkedIn,2017,MEDIUM
user23774@icloud.com,Canva,2012,MEDIUM
user23775@outlook.com,LinkedIn,2013,HIGH
user23776@icloud.com,Twitter,2021,LOW
user23777@icloud.com,Twitter,2018,LOW
user23778@icloud.com,Dropbox,2020,MEDIUM
user23779@company.com,MyFitnessPal,2017,MEDIUM
user23780@protonmail.com,Canva,2012,MEDIUM
user23781@icloud.com,MyFitnessPal,2013,LOW
user23782@icloud.com,Yahoo,2013,HIGH
user23783@yahoo.com,Yahoo,2020,CRITICAL
user23784@outlook.com,Yahoo,2024,MEDIUM
user23785@protonmail.com,Dropbox,2015,HIGH
user23786@gmail.com,Yahoo,2023,LOW
user23787@outlook.com,Yahoo,2013,MEDIUM
user23788@outlook.com,Dropbox,2016,LOW
user23789@gmail.com,Dropbox,2017,LOW
user23790@gmail.com,Yahoo,2024,CRITICAL
user23791@icloud.com,Yahoo,2019,CRITICAL
user23792@gmail.com,LinkedIn,2015,HIGH
user23793@protonmail.com,Twitter,2021,MEDIUM
user23794@protonmail.com,Yahoo,2016,MEDIUM
user23795@outlook.com,Twitter,2018,LOW
user23796@company.com,MyFitnessPal,2022,LOW
user23797@icloud.com,Yahoo,2014,LOW
user23798@company.com,LinkedIn,2020,MEDIUM
user23799@company.com,MyFitnessPal,2018,LOW
user23800@yahoo.com,Yahoo,2019,CRITICAL
user23801@gmail.com,Dropbox,2013,CRITICAL
user23802@gmail.com,MyFitnessPal,2023,CRITICAL
user23803@icloud.com,Dropbox,2018,MEDIUM
user23804@yahoo.com,Adobe,2024,CRITICAL
user23805@gmail.com,Canva,2012,MEDIUM
user23806@yahoo.com,LinkedIn,2019,LOW
user23807@outlook.com,Adobe,2022,LOW
user23808@outlook.com,Adobe,2021,HIGH
user23809@company.com,MyFitnessPal,2013,HIGH
user23810@gmail.com,MyFitnessPal,2014,HIGH
user23811@gmail.com,Twitter,2023,HIGH
user23812@icloud.com,Twitter,2022,CRITICAL
user23813@icloud.com,Dropbox,2024,LOW
user23814@protonmail.com,MyFitnessPal,2013,CRITICAL
user23815@protonmail.com,Canva,2022,HIGH
user23816@protonmail.com,Adobe,2012,CRITICAL
user23817@company.com,Yahoo,2019,CRITICAL
user23818@outlook.com,Dropbox,2020,CRITICAL
user23819@company.com,Yahoo,2022,HIGH
user23820@outlook.com,Twitter,2013,HIGH
user23821@company.com,Dropbox,2020,CRITICAL
user23822@protonmail.com,LinkedIn,2017,LOW
user23823@gmail.com,MyFitnessPal,2018,MEDIUM
user23824@outlook.com,Canva,2014,CRITICAL
user23825@protonmail.com,LinkedIn,2013,CRITICAL
user23826@icloud.com,MyFitnessPal,2017,CRITICAL
user23827@outlook.com,Dropbox,2020,HIGH
user23828@outlook.com,LinkedIn,2020,LOW
user23829@yahoo.com,Canva,2022,CRITICAL
user23830@protonmail.com,MyFitnessPal,2018,LOW
user23831@yahoo.com,Twitter,2019,CRITICAL
user23832@icloud.com,Yahoo,2012,MEDIUM
user23833@yahoo.com,Adobe,2014,CRITICAL
user23834@gmail.com,Yahoo,2022,CRITICAL
user23835@gmail.com,MyFitnessPal,2014,HIGH
user23836@yahoo.com,Yahoo,2019,HIGH
user23837@outlook.com,MyFitnessPal,2013,HIGH
user23838@yahoo.com,MyFitnessPal,2016,LOW
user23839@company.com,Twitter,2014,HIGH
user23840@icloud.com,Twitter,2020,MEDIUM
user23841@gmail.com,Yahoo,2021,HIGH
user23842@company.com,Yahoo,2022,MEDIUM
user23843@icloud.com,Adobe,2012,CRITICAL
user23844@gmail.com,LinkedIn,2020,HIGH
user23845@yahoo.com,Canva,2015,LOW
user23846@gmail.com,Twitter,2022,HIGH
user23847@protonmail.com,Twitter,2017,MEDIUM
user23848@protonmail.com,Dropbox,2022,LOW
user23849@yahoo.com,Dropbox,2020,HIGH
user23850@company.com,Twitter,2021,MEDIUM
user23851@yahoo.com,MyFitnessPal,2019,LOW
user23852@yahoo.com,Twitter,2024,CRITICAL
user23853@protonmail.com,Yahoo,2013,HIGH
user23854@gmail.com,MyFitnessPal,2024,HIGH
user23855@icloud.com,LinkedIn,2016,LOW
user23856@yahoo.com,Canva,2021,HIGH
user23857@yahoo.com,Twitter,2017,HIGH
user23858@gmail.com,MyFitnessPal,2022,MEDIUM
user23859@icloud.com,Yahoo,2013,HIGH
user23860@icloud.com,Dropbox,2023,LOW
user23861@protonmail.com,Twitter,2015,LOW
user23862@icloud.com,LinkedIn,2024,HIGH
user23863@gmail.com,Yahoo,2024,HIGH
user23864@company.com,LinkedIn,2013,LOW
user23865@company.com,Dropbox,2021,HIGH
user23866@yahoo.com,Adobe,2019,MEDIUM
user23867@company.com,Twitter,2023,LOW
user23868@icloud.com,Adobe,2017,MEDIUM
user23869@icloud.com,Yahoo,2016,HIGH
user23870@yahoo.com,Adobe,2021,LOW
user23871@outlook.com,Canva,2014,MEDIUM
user23872@company.com,Adobe,2017,HIGH
user23873@yahoo.com,LinkedIn,2020,MEDIUM
user23874@protonmail.com,Canva,2024,CRITICAL
user23875@gmail.com,Dropbox,2014,LOW
user23876@company.com,Twitter,2012,MEDIUM
user23877@yahoo.com,Dropbox,2024,HIGH
user23878@gmail.com,MyFitnessPal,2018,CRITICAL
user23879@protonmail.com,Twitter,2019,LOW
user23880@gmail.com,Dropbox,2023,LOW
user23881@outlook.com,LinkedIn,2022,MEDIUM
user23882@company.com,LinkedIn,2023,HIGH
user23883@icloud.com,Twitter,2012,HIGH
user23884@gmail.com,Twitter,2021,HIGH
user23885@outlook.com,Canva,2021,MEDIUM
user23886@yahoo.com,Canva,2024,CRITICAL
user23887@company.com,Twitter,2018,LOW
user23888@yahoo.com,LinkedIn,2017,CRITICAL
user23889@yahoo.com,Yahoo,2016,HIGH
user23890@gmail.com,Dropbox,2023,HIGH
user23891@gmail.com,Adobe,2021,LOW
user23892@yahoo.com,Adobe,2017,HIGH
user23893@icloud.com,MyFitnessPal,2021,MEDIUM
user23894@gmail.com,Adobe,2023,LOW
user23895@protonmail.com,LinkedIn,2021,CRITICAL
user23896@yahoo.com,LinkedIn,2013,CRITICAL
user23897@gmail.com,Adobe,2013,LOW
user23898@company.com,Dropbox,2019,MEDIUM
user23899@protonmail.com,Twitter,2012,HIGH
user23900@yahoo.com,Dropbox,2023,LOW
user23901@icloud.com,Dropbox,2013,LOW
user23902@company.com,Dropbox,2015,LOW
user23903@company.com,Canva,2024,LOW
user23904@company.com,Dropbox,2024,CRITICAL
user23905@protonmail.com,Adobe,2024,HIGH
user23906@gmail.com,Twitter,2017,LOW
user23907@outlook.com,Canva,2019,LOW
user23908@icloud.com,Adobe,2021,CRITICAL
user23909@company.com,Adobe,2018,MEDIUM
user23910@protonmail.com,LinkedIn,2012,MEDIUM
user23911@company.com,Twitter,2019,HIGH
user23912@icloud.com,Dropbox,2017,CRITICAL
user23913@protonmail.com,Dropbox,2020,HIGH
user23914@gmail.com,Adobe,2022,HIGH
user23915@company.com,Adobe,2018,MEDIUM
user23916@outlook.com,Yahoo,2023,CRITICAL
user23917@company.com,MyFitnessPal,2021,MEDIUM
user23918@outlook.com,Dropbox,2018,CRITICAL
user23919@protonmail.com,Yahoo,2016,HIGH
user23920@protonmail.com,Adobe,2017,MEDIUM
user23921@company.com,Yahoo,2018,LOW
user23922@icloud.com,LinkedIn,2012,LOW
user23923@outlook.com,Dropbox,2018,MEDIUM
user23924@yahoo.com,Adobe,2012,LOW
user23925@protonmail.com,Yahoo,2024,MEDIUM
user23926@gmail.com,MyFitnessPal,2024,MEDIUM
user23927@outlook.com,Adobe,2015,CRITICAL
user23928@protonmail.com,LinkedIn,2020,MEDIUM
user23929@outlook.com,LinkedIn,2019,MEDIUM
user23930@yahoo.com,LinkedIn,2016,HIGH
user23931@gmail.com,Yahoo,2012,CRITICAL
user23932@icloud.com,Twitter,2013,HIGH
user23933@protonmail.com,MyFitnessPal,2020,CRITICAL
user23934@gmail.com,MyFitnessPal,2023,LOW
user23935@yahoo.com,Canva,2021,MEDIUM
user23936@icloud.com,MyFitnessPal,2023,MEDIUM
user23937@gmail.com,Dropbox,2023,MEDIUM
user23938@yahoo.com,Twitter,2016,MEDIUM
user23939@company.com,MyFitnessPal,2021,CRITICAL
user23940@company.com,Yahoo,2018,LOW
user23941@company.com,Dropbox,2021,LOW
user23942@gmail.com,Twitter,2021,MEDIUM
user23943@yahoo.com,MyFitnessPal,2019,MEDIUM
user23944@protonmail.com,Canva,2012,CRITICAL
user23945@gmail.com,MyFitnessPal,2013,MEDIUM
user23946@gmail.com,Yahoo,2017,MEDIUM
user23947@icloud.com,LinkedIn,2020,LOW
user23948@yahoo.com,Adobe,2023,LOW
user23949@yahoo.com,Yahoo,2020,MEDIUM
user23950@protonmail.com,Twitter,2019,HIGH
user23951@protonmail.com,Adobe,2014,HIGH
user23952@gmail.com,MyFitnessPal,2012,LOW
user23953@protonmail.com,Twitter,2018,MEDIUM
user23954@yahoo.com,MyFitnessPal,2017,CRITICAL
user23955@company.com,Canva,2024,LOW
user23956@protonmail.com,Yahoo,2018,CRITICAL
user23957@yahoo.com,LinkedIn,2013,HIGH
user23958@yahoo.com,Adobe,2016,LOW
user23959@yahoo.com,Dropbox,2016,HIGH
user23960@company.com,MyFitnessPal,2014,LOW
user23961@company.com,Twitter,2020,LOW
user23962@yahoo.com,Canva,2015,CRITICAL
user23963@icloud.com,Twitter,2022,CRITICAL
user23964@outlook.com,LinkedIn,2012,MEDIUM
user23965@outlook.com,Twitter,2012,CRITICAL
user23966@company.com,Dropbox,2022,MEDIUM
user23967@outlook.com,Adobe,2013,LOW
user23968@company.com,Twitter,2023,MEDIUM
user23969@icloud.com,LinkedIn,2018,LOW
user23970@protonmail.com,Twitter,2021,HIGH
user23971@company.com,Canva,2016,LOW
user23972@gmail.com,Twitter,2018,MEDIUM
user23973@yahoo.com,Twitter,2021,CRITICAL
user23974@gmail.com,Twitter,2017,HIGH
user23975@yahoo.com,Twitter,2020,CRITICAL
user23976@protonmail.com,Yahoo,2024,MEDIUM
user23977@icloud.com,MyFitnessPal,2021,HIGH
user23978@gmail.com,MyFitnessPal,2022,CRITICAL
user23979@icloud.com,Canva,2017,HIGH
user23980@company.com,MyFitnessPal,2014,LOW
user23981@company.com,Dropbox,2018,HIGH
user23982@yahoo.com,Twitter,2020,MEDIUM
user23983@gmail.com,Twitter,2013,LOW
user23984@outlook.com,MyFitnessPal,2015,LOW
user23985@company.com,LinkedIn,2016,LOW
user23986@yahoo.com,Yahoo,2012,CRITICAL
user23987@gmail.com,LinkedIn,2020,CRITICAL
user23988@protonmail.com,Yahoo,2014,MEDIUM
user23989@yahoo.com,LinkedIn,2013,LOW
user23990@yahoo.com,LinkedIn,2024,LOW
user23991@outlook.com,Adobe,2012,MEDIUM
user23992@company.com,MyFitnessPal,2014,LOW
user23993@protonmail.com,Yahoo,2015,MEDIUM
user23994@yahoo.com,Twitter,2016,LOW
user23995@company.com,Dropbox,2016,LOW
user23996@outlook.com,Canva,2020,MEDIUM
user23997@gmail.com,Adobe,2023,LOW
user23998@protonmail.com,Twitter,2024,MEDIUM
user23999@company.com,Yahoo,2016,HIGH
user24000@protonmail.com,Dropbox,2013,CRITICAL
user24001@icloud.com,Yahoo,2021,MEDIUM
user24002@outlook.com,Twitter,2013,CRITICAL
user24003@outlook.com,Twitter,2012,CRITICAL
user24004@icloud.com,Adobe,2023,MEDIUM
user24005@icloud.com,MyFitnessPal,2013,MEDIUM
user24006@gmail.com,LinkedIn,2017,LOW
user24007@yahoo.com,Adobe,2022,LOW
user24008@outlook.com,Canva,2024,MEDIUM
user24009@company.com,Dropbox,2014,CRITICAL
user24010@yahoo.com,Yahoo,2016,CRITICAL
user24011@icloud.com,Twitter,2012,CRITICAL
user24012@company.com,Dropbox,2012,CRITICAL
user24013@protonmail.com,Yahoo,2013,LOW
user24014@gmail.com,Yahoo,2018,MEDIUM
user24015@yahoo.com,Dropbox,2016,LOW
user24016@icloud.com,Twitter,2020,CRITICAL
user24017@company.com,Twitter,2015,CRITICAL
user24018@outlook.com,Yahoo,2013,CRITICAL
user24019@yahoo.com,Dropbox,2015,CRITICAL
user24020@icloud.com,Dropbox,2012,MEDIUM
user24021@protonmail.com,Dropbox,2021,HIGH
user24022@protonmail.com,Twitter,2021,CRITICAL
user24023@icloud.com,Yahoo,2023,HIGH
user24024@yahoo.com,Yahoo,2013,CRITICAL
user24025@company.com,Adobe,2013,LOW
user24026@yahoo.com,Canva,2020,LOW
user24027@gmail.com,Dropbox,2017,LOW
user24028@protonmail.com,Dropbox,2016,LOW
user24029@outlook.com,LinkedIn,2024,MEDIUM
user24030@yahoo.com,Adobe,2014,CRITICAL
user24031@protonmail.com,Adobe,2023,LOW
user24032@yahoo.com,Twitter,2024,MEDIUM
user24033@yahoo.com,Twitter,2014,LOW
user24034@outlook.com,MyFitnessPal,2014,LOW
user24035@protonmail.com,Dropbox,2022,CRITICAL
user24036@protonmail.com,Twitter,2021,LOW
user24037@gmail.com,Twitter,2017,MEDIUM
user24038@outlook.com,Twitter,2015,HIGH
user24039@protonmail.com,Yahoo,2017,LOW
user24040@gmail.com,Dropbox,2018,CRITICAL
user24041@protonmail.com,LinkedIn,2022,LOW
user24042@outlook.com,Canva,2013,CRITICAL
user24043@outlook.com,Adobe,2022,CRITICAL
user24044@outlook.com,LinkedIn,2019,MEDIUM
user24045@protonmail.com,Twitter,2018,LOW
user24046@yahoo.com,Twitter,2020,LOW
user24047@outlook.com,LinkedIn,2014,MEDIUM
user24048@gmail.com,Dropbox,2013,HIGH
user24049@protonmail.com,Dropbox,2024,HIGH
user24050@company.com,Yahoo,2015,CRITICAL
user24051@icloud.com,Dropbox,2024,HIGH
user24052@outlook.com,Dropbox,2020,CRITICAL
user24053@gmail.com,MyFitnessPal,2017,CRITICAL
user24054@company.com,Yahoo,2022,MEDIUM
user24055@protonmail.com,LinkedIn,2013,CRITICAL
user24056@gmail.com,MyFitnessPal,2015,MEDIUM
user24057@company.com,Canva,2023,HIGH
user24058@protonmail.com,Yahoo,2013,LOW
user24059@protonmail.com,Dropbox,2015,LOW
user24060@protonmail.com,LinkedIn,2017,CRITICAL
user24061@company.com,Dropbox,2022,HIGH
user24062@outlook.com,Adobe,2013,HIGH
user24063@yahoo.com,Dropbox,2017,HIGH
user24064@company.com,LinkedIn,2018,MEDIUM
user24065@gmail.com,Yahoo,2017,MEDIUM
user24066@yahoo.com,LinkedIn,2024,CRITICAL
user24067@gmail.com,Dropbox,2017,MEDIUM
user24068@yahoo.com,Yahoo,2016,MEDIUM
user24069@protonmail.com,LinkedIn,2021,MEDIUM
user24070@protonmail.com,Yahoo,2012,HIGH
user24071@protonmail.com,LinkedIn,2019,CRITICAL
user24072@yahoo.com,LinkedIn,2020,HIGH
user24073@protonmail.com,Dropbox,2015,LOW
user24074@yahoo.com,MyFitnessPal,2015,MEDIUM
user24075@icloud.com,LinkedIn,2014,LOW
user24076@icloud.com,Twitter,2019,HIGH
user24077@yahoo.com,Yahoo,2019,CRITICAL
user24078@protonmail.com,Yahoo,2021,HIGH
user24079@protonmail.com,Twitter,2013,LOW
user24080@outlook.com,Adobe,2015,MEDIUM
user24081@gmail.com,Canva,2019,CRITICAL
user24082@gmail.com,Dropbox,2016,CRITICAL
user24083@icloud.com,Twitter,2015,MEDIUM
user24084@yahoo.com,MyFitnessPal,2017,MEDIUM
user24085@protonmail.com,Adobe,2012,LOW
user24086@yahoo.com,Dropbox,2022,CRITICAL
user24087@icloud.com,LinkedIn,2019,MEDIUM
user24088@icloud.com,Dropbox,2016,HIGH
user24089@company.com,Yahoo,2022,HIGH
user24090@yahoo.com,Twitter,2022,HIGH
user24091@icloud.com,Adobe,2014,HIGH
user24092@yahoo.com,Canva,2012,LOW
user24093@protonmail.com,LinkedIn,2012,CRITICAL
user24094@icloud.com,Dropbox,2021,MEDIUM
user24095@company.com,Dropbox,2024,MEDIUM
user24096@protonmail.com,Twitter,2012,CRITICAL
user24097@protonmail.com,Canva,2016,MEDIUM
user24098@outlook.com,Dropbox,2016,MEDIUM
user24099@company.com,Yahoo,2024,CRITICAL
user24100@yahoo.com,Canva,2022,LOW
user24101@gmail.com,MyFitnessPal,2020,LOW
user24102@gmail.com,Yahoo,2014,CRITICAL
user24103@yahoo.com,LinkedIn,2019,LOW
user24104@outlook.com,Adobe,2023,MEDIUM
user24105@icloud.com,Adobe,2021,MEDIUM
user24106@icloud.com,Canva,2014,MEDIUM
user24107@gmail.com,LinkedIn,2014,CRITICAL
user24108@gmail.com,Adobe,2023,CRITICAL
user24109@icloud.com,Twitter,2014,MEDIUM
user24110@icloud.com,Canva,2015,CRITICAL
user24111@icloud.com,Twitter,2013,LOW
user24112@yahoo.com,LinkedIn,2024,CRITICAL
user24113@outlook.com,Dropbox,2021,MEDIUM
user24114@protonmail.com,LinkedIn,2023,MEDIUM
user24115@company.com,LinkedIn,2012,HIGH
user24116@icloud.com,Yahoo,2023,MEDIUM
user24117@yahoo.com,Twitter,2024,CRITICAL
user24118@gmail.com,Dropbox,2022,CRITICAL
user24119@protonmail.com,Canva,2018,MEDIUM
user24120@company.com,MyFitnessPal,2022,CRITICAL
user24121@gmail.com,Dropbox,2024,LOW
user24122@icloud.com,MyFitnessPal,2019,HIGH
user24123@protonmail.com,Adobe,2023,HIGH
user24124@protonmail.com,LinkedIn,2013,CRITICAL
user24125@protonmail.com,Canva,2014,LOW
user24126@protonmail.com,Twitter,2018,CRITICAL
user24127@protonmail.com,Dropbox,2018,MEDIUM
user24128@outlook.com,Dropbox,2017,LOW
user24129@icloud.com,LinkedIn,2020,MEDIUM
user24130@company.com,LinkedIn,2017,MEDIUM
user24131@gmail.com,MyFitnessPal,2020,CRITICAL
user24132@company.com,Yahoo,2012,CRITICAL
user24133@gmail.com,Canva,2016,LOW
user24134@company.com,MyFitnessPal,2022,MEDIUM
user24135@outlook.com,Adobe,2022,LOW
user24136@outlook.com,Canva,2024,LOW
user24137@gmail.com,Adobe,2018,CRITICAL
user24138@gmail.com,Dropbox,2014,MEDIUM
user24139@protonmail.com,Adobe,2022,CRITICAL
user24140@outlook.com,Yahoo,2019,CRITICAL
user24141@protonmail.com,Twitter,2023,LOW
user24142@outlook.com,Twitter,2014,LOW
user24143@protonmail.com,Adobe,2020,CRITICAL
user24144@outlook.com,Dropbox,2024,HIGH
user24145@outlook.com,Dropbox,2016,MEDIUM
user24146@outlook.com,Canva,2016,CRITICAL
user24147@gmail.com,Adobe,2020,MEDIUM
user24148@company.com,LinkedIn,2012,CRITICAL
user24149@gmail.com,Yahoo,2022,CRITICAL
user24150@icloud.com,MyFitnessPal,2018,LOW
user24151@icloud.com,LinkedIn,2016,LOW
user24152@yahoo.com,MyFitnessPal,2019,HIGH
user24153@yahoo.com,MyFitnessPal,2023,CRITICAL
user24154@outlook.com,MyFitnessPal,2023,MEDIUM
user24155@company.com,Canva,2014,HIGH
user24156@yahoo.com,Adobe,2015,CRITICAL
user24157@company.com,Yahoo,2015,LOW
user24158@icloud.com,Adobe,2021,CRITICAL
user24159@company.com,Canva,2022,HIGH
user24160@outlook.com,LinkedIn,2022,HIGH
user24161@protonmail.com,Yahoo,2021,CRITICAL
user24162@outlook.com,Twitter,2018,CRITICAL
user24163@icloud.com,Adobe,2019,CRITICAL
user24164@yahoo.com,LinkedIn,2018,HIGH
user24165@yahoo.com,Adobe,2017,MEDIUM
user24166@company.com,Canva,2019,MEDIUM
user24167@gmail.com,LinkedIn,2019,MEDIUM
user24168@yahoo.com,Yahoo,2022,LOW
user24169@protonmail.com,Adobe,2020,MEDIUM
user24170@gmail.com,Yahoo,2012,HIGH
user24171@yahoo.com,MyFitnessPal,2024,HIGH
user24172@yahoo.com,Yahoo,2017,MEDIUM
user24173@outlook.com,Yahoo,2012,MEDIUM
user24174@icloud.com,Twitter,2014,MEDIUM
user24175@gmail.com,MyFitnessPal,2023,LOW
user24176@gmail.com,Adobe,2016,CRITICAL
user24177@protonmail.com,MyFitnessPal,2014,HIGH
user24178@outlook.com,Dropbox,2020,HIGH
user24179@gmail.com,Adobe,2019,MEDIUM
user24180@yahoo.com,LinkedIn,2024,HIGH
