vpn_server,username,password,country,breach_source
vpn.techcorp.com,employee2214,Admin@123,Singapore,phishing
vpn.datavault.net,employee2279,Secure@456,Canada,phishing
vpn.financehub.org,employee2226,Cloud@321,Germany,credential_dump
vpn.globaldata.org,it_support47,User@888,Canada,phishing
vpn.financehub.org,network_ops58,Data@654,Australia,database_leak
vpn.financehub.org,guestuser26,Money@2024,Germany,phishing
vpn.techcorp.com,it_support89,Access@777,India,phishing
vpn.clouddata.io,admin60,Dev@789,Canada,malware
vpn.financehub.org,analyst0778,Access@777,UK,credential_dump
vpn.securebank.net,it_support18,User@888,USA,database_leak
vpn.techcorp.com,analyst0741,Admin@123,Germany,malware
vpn.securebank.net,guestuser21,User@888,Singapore,malware
vpn.cyberinfra.io,admin49,Welcome@1,UK,credential_dump
vpn.datavault.net,employee2236,Admin@123,UK,malware
vpn.datavault.net,it_support76,Dev@789,Canada,credential_dump
vpn.cyberinfra.io,employee2275,Access@777,India,credential_dump
vpn.techcorp.com,network_ops58,Welcome@1,India,phishing
vpn.financehub.org,analyst0796,Admin@123,Canada,malware
vpn.securebank.net,it_support96,Secure@456,Germany,malware
vpn.techcorp.com,employee2286,Data@654,UK,credential_dump
vpn.securebank.net,analyst0758,Access@777,India,database_leak
vpn.globaldata.org,analyst0771,Pass@909,UK,credential_dump
vpn.clouddata.io,finance0126,Dev@789,Germany,database_leak
vpn.globaldata.org,admin53,Cloud@321,Canada,phishing
vpn.clouddata.io,finance0160,Pass@909,Canada,credential_dump
vpn.securebank.net,guestuser43,Access@777,Germany,credential_dump
vpn.datavault.net,employee0183,Admin@123,India,database_leak
vpn.techcorp.com,finance017,Dev@789,USA,phishing
vpn.globaldata.org,employee2262,Dev@789,India,malware
vpn.financehub.org,user3480,Access@777,Canada,credential_dump
vpn.securebank.net,admin33,Data@654,India,database_leak
vpn.datavault.net,network_ops17,Dev@789,Germany,phishing
vpn.securebank.net,network_ops12,Cloud@321,Germany,credential_dump
vpn.startupcloud.io,guestuser80,Cloud@321,USA,database_leak
vpn.startupcloud.io,employee2234,Money@2024,India,malware
vpn.cyberinfra.io,admin75,Money@2024,Canada,phishing
vpn.financehub.org,analyst077,Access@777,USA,malware
vpn.globaldata.org,analyst0744,Welcome@1,USA,database_leak
vpn.clouddata.io,guestuser29,Cloud@321,Singapore,malware
vpn.clouddata.io,admin66,Admin@123,India,database_leak
vpn.clouddata.io,employee2278,Pass@909,Singapore,phishing
vpn.securebank.net,it_support99,Access@777,Singapore,database_leak
vpn.globaldata.org,user3421,Pass@909,UK,database_leak
vpn.datavault.net,finance0196,Admin@123,Germany,database_leak
vpn.techcorp.com,guestuser42,Cloud@321,Australia,phishing
vpn.globaldata.org,finance0151,Pass@909,Canada,credential_dump
vpn.securebank.net,devuser43,Access@777,Singapore,phishing
vpn.startupcloud.io,network_ops36,Data@654,Germany,malware
vpn.securebank.net,user3458,Access@777,Canada,credential_dump
vpn.globaldata.org,employee2268,Secure@456,Singapore,credential_dump
vpn.techcorp.com,network_ops27,Secure@456,Canada,phishing
vpn.startupcloud.io,finance0187,Cloud@321,Australia,malware
vpn.securebank.net,devuser50,Welcome@1,UK,database_leak
vpn.cyberinfra.io,guestuser77,Data@654,India,credential_dump
vpn.globaldata.org,guestuser31,Welcome@1,Australia,malware
vpn.clouddata.io,employee2244,Welcome@1,Australia,database_leak
vpn.datavault.net,it_support56,Money@2024,USA,database_leak
vpn.datavault.net,employee2243,Secure@456,Canada,credential_dump
vpn.globaldata.org,admin52,Cloud@321,Canada,malware
vpn.cyberinfra.io,employee2214,Secure@456,Singapore,database_leak
vpn.financehub.org,user3432,Admin@123,India,database_leak
vpn.globaldata.org,network_ops91,Secure@456,Australia,malware
vpn.cyberinfra.io,user3414,Dev@789,Canada,credential_dump
vpn.techcorp.com,admin93,Secure@456,USA,credential_dump
vpn.globaldata.org,admin35,Money@2024,UK,database_leak
vpn.financehub.org,employee2219,Admin@123,Canada,credential_dump
vpn.globaldata.org,employee2271,Cloud@321,Canada,credential_dump
vpn.cyberinfra.io,user3452,User@888,USA,credential_dump
vpn.securebank.net,employee2243,Access@777,Canada,database_leak
